state,key,svn,english,translation
"NEW","dialogeditor_component","2624","","Komponenta"
"NEW","dialogeditor_select","2624","","Vybrat"
"NEW","dialogeditor_create","2624","","Vytvořit"
"NEW","dialogeditor_background","2624","","Obrázek pozadí"
"NEW","dialogeditor_panel","2624","","Panel"
"NEW","dialogcomponent_custom","2624","","Vlastní"
"NEW","dialogcomponent_button","2624","","Tlačítko"
"NEW","dialogcomponent_container","2624","","Kontejner"
"NEW","dialogcomponent_caption","2624","","Popisek"
"NEW","dialogcomponent_titlecaption","2624","","Popisek titulku"
"NEW","dialogcomponent_checkbox","2624","","Zaškrtávací pole"
"NEW","dialogcomponent_inputfield","2624","","Vstupní pole"
"NEW","dialogcomponent_inputslider","2624","","Posuvník (Slider)"
"NEW","dialogcomponent_dropdownmenu","2624","","Rozbalovací nabídka"
"NEW","dialogcomponent_selectionlist","2624","","Seznam výběru"
"NEW","dialogcomponent_selectionlistitem","2624","","Položka seznamu výběru"
"NEW","dialogcomponent_scrollbar","2624","","Posuvník (Scrollbar)"
"NEW","dialogcomponent_progressbar","2624","","Ukazatel postupu"
"NEW","dialogcomponent_canvas","2624","","Plátno (Canvas)"
"NEW","dialogcomponent_iconbox","2624","","Ikona (IconBox)"
"NEW","dialogposition_absolute","2624","","Absolutní"
"NEW","dialogposition_relative","2624","","Relativní"
"NEW","dialogposition_scaled","2624","","Škálované"
"NEW","profiler_title","2624","","Profiler"
"NEW","profiler_name","2624","","Jméno"
"NEW","profiler_timings","2624","","Časování"
"NEW","profiler_totaltime","2624","","Celkový čas"
"NEW","profiler_glfinishcaption","2624","","glFinish"
"NEW","profiler_reset","2624","","Resetovat"
"NEW","soundchannelviewer_title","2624","","Zvukové kanály"
"NEW","soundeditor_title","2624","","Editor zvuku"
"NEW","soundinstanceeditor_title","2624","","Editor instancí zvuku"
"NEW","soundeditor_positiontitle","2624","","Typ pozice"
"NEW","soundeditor_instancetitle","2624","","Typ instance"
"NEW","soundeditor_looptitle","2624","","Typ smyčky"
"NEW","soundeditor_sourcetypetitle","2624","","Typ zvuku"
"NEW","soundeditor_soundnametitle","2624","","Název zvuku"
"NEW","soundeditor_volumetitle","2624","","Hlasitost"
"NEW","soundeditor_frequencytitle","2624","","Frekvence"
"NEW","soundeditor_mindistancetitle","2624","","Min. vzdálenost"
"NEW","soundeditor_attacktitle","2624","","Náběh (Attack)"
"NEW","soundeditor_sustaintitle","2624","","Držení (Sustain)"
"NEW","soundeditor_releasetitle","2624","","Dozvuk (Release)"
"NEW","soundeditor_loopdelaytitle","2624","","Zpoždění smyčky"
"NEW","soundeditor_dsptitle","2624","","DSP"
"NEW","soundeditor_nexteventtitle","2624","","Další událost"
"NEW","soundeditor_play","2624","","Přehrát"
"NEW","soundeditor_stop","2624","","Zastavit"
"NEW","soundparametereditor_title","2624","","Parametr zvuku"
"NEW","soundparametereditor_typetitle","2624","","Typ"
"NEW","soundparametereditor_linktitle","2624","","Propojeno s"
"NEW","soundparametereditor_updatetitle","2624","","Typ aktualizace"
"NEW","soundparametereditor_smoothing","2624","","Vyhlazování"
"NEW","soundparametereditor_chaintitle","2624","","Řetězec"
"NEW","soundeditor_newdsp","2624","","Přidat DSP"
"NEW","sounddspeditor_title","2624","","Editor DSP"
"NEW","samplebankeditor_title","2624","","Editor banky samplů"
"NEW","samplebankeditor_addsample","2624","","Přidat zvuk"
"NEW","samplebank","2624","","(Banka samplů)"
"NEW","tagline","2624","","THE LAST STARSHIP"
"NEW","mainmenu_title","2624","","Hlavní menu"
"NEW","mainmenu_newgameA","2624","","Nová hra - Praxis"
"NEW","mainmenu_newgameB","2624","","Nová hra - Sleek"
"NEW","mainmenu_newgameC","2624","","Nová hra - Inner Shapes"
"NEW","mainmenu_newgameD","2624","","Nová hra - Loděnice"
"NEW","mainmenu_newgameE","2624","","Nová hra - Velká logistika"
"NEW","mainmenu_savegame","2624","","Uložit hru"
"NEW","mainmenu_loadgame","2624","","Načíst hru"
"NEW","mainmenu_abandongame","2624","","Opustit hru"
"NEW","mainmenu_steamworkshop","2624","","Steam Workshop"
"NEW","mainmenu_legal","2624","","Soukromí / Právní info"
"NEW","mainmenu_gamemode_survival","2624","","Přežití"
"NEW","mainmenu_gamemode_survival_tooltip","2624","","Zůstaňte o krok napřed před ničivou anomálií tak dlouho, jak jen dokážete."
"NEW","mainmenu_gamemode_survival_locked","2624","","Pro odemčení dokončete jakoukoli příběhovou epizodu v 'Boldly Go'."
"NEW","mainmenu_gamemode_freeroam","2624","","Volná hra"
"NEW","mainmenu_gamemode_freeroam_tooltip","2624","","Můžete se věnovat jakékoli kariéře vlastním tempem. Žádná anomálie, žádná hvězdná brána."
"NEW","mainmenu_gamemode_freeroam_locked","2624","","Pro odemčení postavte v kreativním režimu loď schopnou letu."
"NEW","mainmenu_gamemode_creative","2624","","Kreativní režim"
"NEW","mainmenu_gamemode_creative_tooltip","2624","","Máte neomezené zdroje na stavbu jakékoli lodi, kterou si přejete."
"NEW","mainmenu_gamemode_arena","2624","","Aréna"
"NEW","mainmenu_gamemode_arena_tooltip","2624","","Vytvářejte epické vesmírné bitvy mezi flotilami lodí a sledujte následné krveprolití."
"NEW","mainmenu_gamemode_industry_old","2624","","HVĚZDNÁ BRÁNA"
"NEW","mainmenu_gamemode_industry_tooltip_old","2624","","Vaším cílem je vyzkoumat a postavit hvězdnou bránu do Andromedy."
"NEW","mainmenu_stargate_caption_old","2624","","Zúčastněte se stavby galaktického megaprojektu - HVĚZDNÉ BRÁNY s dostatečným dosahem pro dosažení naší nejbližší sousední galaxie ANDROMEDA."
"NEW","mainmenu_gamemode_industry","2624","","ODVÁŽNĚ VPŘED"
"NEW","mainmenu_gamemode_industry_tooltip","2624","","Vydejte se na novou cestu skrze naše sci-fi epizody poháněné příběhem."
"NEW","mainmenu_stargate_caption","2624","","Razte si vlastní cestu skrze příběhové epizody po celém sektoru a podílejte se na stavbě galaktického megaprojektu."
"NEW","mainmenu_survival_caption","2624","","Zůstaňte o krok napřed před ničivou anomálií, která pohlcuje vše, co jí stojí v cestě, a zachraňte jich co nejvíce, než bude pozdě."
"NEW","mainmenu_arena_caption","2624","","Vytvářejte epické vesmírné bitvy mezi flotilami lodí a sledujte následné krveprolití."
"NEW","mainmenu_gamemode_unlocked","2624","","ODEMČENO"
"NEW","mainmenu_gamemode_unlocked_freeroam","2624","","Herní režim: Volná hra"
"NEW","mainmenu_gamemode_unlocked_survival","2624","","Herní režim: Přežití"
"NEW","mainmenu_createship","2624","","VÝVOJÁŘ: Vytvořit loď"
"NEW","mainmenu_loadship","2624","","VÝVOJÁŘ: Načíst loď"
"NEW","mainmenu_loadgamedev","2624","","VÝVOJÁŘ: Načíst testovací hru"
"NEW","mainmenu_exportship","2624","","Exportovat loď"
"NEW","mainmenu_importship","2624","","Importovat loď"
"NEW","mainmenu_importfriendly","2624","","Importovat přátelskou loď"
"NEW","mainmenu_importhostile","2624","","Importovat nepřátelskou loď"
"NEW","mainmenu_tools","2624","","Vývojářské nástroje"
"NEW","mainmenu_quit","2624","","Ukončit"
"NEW","settings_analytics","2624","","Analytika"
"NEW","settings_analytics_tooltip","2624","","Abychom lépe porozuměli, jak lidé hru hrají a mohli ji dál vylepšovat, potřebujeme sbírat data o používání. \n\nŽádné osobní identifikovatelné údaje nesbíráme. Pokud s tím souhlasíte, klikněte prosím na tlačítko Přijmout."
"NEW","settings_exitsaves_tooltip","2624","","Je-li povoleno, aktuální hra vytvoří automatické uložení při opuštění nebo ukončení hry."
"NEW","settings_hud","2624","","Zobrazit HUD"
"NEW","settings_music","2624","","Hudba"
"NEW","settings_hudscale","2624","","Měřítko UI"
"NEW","settings_sound","2624","","ZVUK"
"NEW","settings_language_category","2624","","JAZYK"
"NEW","settings_userinterface","2624","","UI A HRA"
"NEW","settings_graphics","2624","","GRAFIKA"
"NEW","settings_keybindings","2624","","KLÁVESNICE"
"NEW","settings_autosaves","2624","","AUTO-UKLÁDÁNÍ"
"NEW","settings_other","2624","","OSTATNÍ"
"NEW","settings_credits","2624","","AUTOŘI"
"NEW","settings_mastervolume","2624","","Hlavní hlasitost"
"NEW","settings_effectsvolume","2624","","Hlasitost efektů"
"NEW","settings_musicvolume","2624","","Hlasitost hudby"
"NEW","settings_fullscreen","2624","","Celá obrazovka"
"NEW","settings_resolution","2624","","Rozlišení"
"NEW","settings_language","2624","","Jazyk"
"NEW","settings_credit_tooltip","2624","","Poděkování patří:"
"NEW","settings_arraytextures","2624","","Hladké dlaždice"
"NEW","settings_dynamiclighting","2624","","Dynamické osvětlení"
"NEW","settings_uibounce","2624","","Pružení UI prvků"
"NEW","settings_uibounce_description","2624","","Zvětší prvky GUI (např. tlačítka) při najetí myší."
"NEW","settings_motionsicknessmode","2624","","Režim kinetózy (proti nevolnosti)"
"NEW","settings_motionsicknessmode_description","2624","","Odstraní rotaci pozadí, což by mělo pomoci, pokud se vám při hře dělá nevolno."
"NEW","settings_accentinsensitivesearch","2624","","Vyhledávání bez diakritiky"
"NEW","settings_accentinsensitivesearch_description","2624","","Při hledání v seznamech ignorovat háčky a čárky, např. ""e"" najde i ""é""."
"NEW","settings_translatorassist","2624","","Asistent překladatele (Ctrl, Alt)"
"NEW","settings_translatorassist_description","2624","","Povolí funkce pro pomoc překladatelům, jako Alt pro zobrazení angličtiny a Ctrl pro zobrazení klíče fráze. Aktivuje okno editoru překladu ({TranslatorWindow})."
"NEW","settings_autosaveonftl","2624","","Auto-uložení při výstupu z FTL"
"NEW","settings_autosaveontimeinterval","2624","","Auto-uložení v časovém intervalu"
"NEW","settings_autosaveinterval","2624","","Interval auto-ukládání"
"NEW","settings_minutes_shortened","2624","","min."
"NEW","settings_instantshipswitch_description","2624","","Přeskočit efekty rotace a posunu kamery při přepínání mezi loděmi."
"NEW","settings_softwarecursor","2624","","Softwarový kurzor myši"
"NEW","settings_softwarecursor_tooltip","2624","","Kurzor myši vykresluje hra namísto operačního systému."
"NEW","settings_softwarecursorsize","2624","","Velikost softwarové myši"
"NEW","settings_mousesize_small","2624","","Malá"
"NEW","settings_mousesize_medium","2624","","Střední"
"NEW","settings_mousesize_large","2624","","Velká"
"NEW","settings_mousesize_huge","2624","","Obří"
"NEW","settings_opengamefolder","2624","","OTEVŘÍT SLOŽKU HRY"
"NEW","settings_opentranslationeditor","2624","","EDITOR PŘEKLADU ({TranslatorWindow})"
"NEW","settings_communicator_speed","2624","","Rychlost psaní textu"
"NEW","settings_communicator_speed_description","2624","","Rychlost, jakou se zobrazuje text dialogů postav v komunikátoru."
"NEW","settings_camerapan_speed","2624","","Rychlost posunu kamery"
"NEW","settings_slowest","2624","","Nejpomalejší"
"NEW","settings_slow","2624","","Pomalá"
"NEW","settings_normal","2624","","Normální"
"NEW","settings_fast","2624","","Rychlá"
"NEW","settings_fastest","2624","","Nejrychlejší"
"NEW","legal_button","2624","","Právní informace"
"NEW","wishlist_button","2624","","Přidat do seznamu přání"
"NEW","steamstore_button","2624","","Navštívit Steam Store"
"NEW","buynow_button","2624","","KOUPIT TEĎ"
"NEW","feedback_button","2624","","Zpětná vazba"
"NEW","toolsmenu_title","2624","","Nabídka nástrojů"
"NEW","toolsmenu_dialogeditor","2624","","Editor dialogů"
"NEW","toolsmenu_spriteeditor","2624","","Editor spritů"
"NEW","toolsmenu_close","2624","","Zavřít"
"NEW","language_helpustranslate","2624","","Pomozte nám s překladem!"
"NEW","keybinding_title_action","2624","","Akce"
"NEW","keybinding_title_key","2624","","Klávesa"
"NEW","keybinding_press_a_key","2624","","STISKNĚTE KLÁVESU"
"NEW","keybinding_revert","2624","","RESET"
"NEW","keybinding_panleft1","2624","","Posun vlevo (1)"
"NEW","keybinding_panleft2","2624","","Posun vlevo (2)"
"NEW","keybinding_panright1","2624","","Posun vpravo (1)"
"NEW","keybinding_panright2","2624","","Posun vpravo (2)"
"NEW","keybinding_pandown1","2624","","Posun dolů (1)"
"NEW","keybinding_pandown2","2624","","Posun dolů (2)"
"NEW","keybinding_panup1","2624","","Posun nahoru (1)"
"NEW","keybinding_panup2","2624","","Posun nahoru (2)"
"NEW","keybinding_zoomin","2624","","Přiblížit"
"NEW","keybinding_zoomout","2624","","Oddálit"
"NEW","keybinding_ManoeuvreLeft","2624","","Zážeh vlevo"
"NEW","keybinding_ManoeuvreRight","2624","","Zážeh vpravo"
"NEW","keybinding_ManoeuvreUp","2624","","Zážeh nahoru"
"NEW","keybinding_ManoeuvreDown","2624","","Zážeh dolů"
"NEW","keybinding_ManoeuvreClockwise","2624","","Zážeh po směru hod. ručiček"
"NEW","keybinding_ManoeuvreCounterClockwise","2624","","Zážeh proti směru hod. ručiček"
"NEW","keybinding_toggletactical","2624","","Taktický režim (přepnout)"
"NEW","keybinding_togglemap","2624","","Mapa (přepnout)"
"NEW","keybinding_increasethrust","2624","","Motory +"
"NEW","keybinding_decreasethrust","2624","","Motory -"
"NEW","keybinding_hudscaleup","2624","","Zvětšit měřítko HUD"
"NEW","keybinding_hudscaledown","2624","","Zmenšit měřítko HUD"
"NEW","keybinding_recentrehome","2624","","Vycentrovat na loď"
"NEW","keybinding_togglepause","2624","","Pauza"
"NEW","keybinding_gamespeed1","2624","","Normální rychlost"
"NEW","keybinding_gamespeed2","2624","","Rychlost 2x"
"NEW","keybinding_gamespeed3","2624","","Rychlost 3x"
"NEW","keybinding_gamespeed4","2624","","Rychlost 4x"
"NEW","keybinding_gamespeed5","2624","","Rychlost 5x"
"NEW","keybinding_gamespeed6","2624","","Rychlost 6x"
"NEW","keybinding_gamespeed7","2624","","Rychlost 7x"
"NEW","keybinding_gamespeed8","2624","","Rychlost 8x"
"NEW","keybinding_gamespeed9","2624","","Rychlost 9x"
"NEW","keybinding_gamespeed0","2624","","Poloviční rychlost"
"NEW","keybinding_rotateobject","2624","","Otočit objekt"
"NEW","keybinding_takescreenshot","2624","","Snímek obrazovky (+ {MetaCtrl})"
"NEW","keybinding_alttool","2624","","Alternativní nástroj editoru"
"NEW","keybinding_translatorwindow","2624","","Okno překladatele"
"NEW","steamworkshopmenu_title","2624","","Nabídka Steam Workshop"
"NEW","steamworkshopmenu_savegamesectionlabel","2624","","========================== Uložené hry =========================="
"NEW","steamworkshopmenu_uploadsavegametitlelabel","2624","","Název"
"NEW","steamworkshopmenu_uploadsavegamedesclabel","2624","","Popis"
"NEW","steamworkshopmenu_uploadsavegame","2624","","Nahrát"
"NEW","steamworkshopmenu_updateselectedsavegame","2624","","Aktualizovat vybrané"
"NEW","steamworkshopmenu_savegamelegalagreementtext","2624","","Odesláním této položky souhlasíte s"
"NEW","steamworkshopmenu_savegamelegalagreementbutton","2624","","podmínkami služby workshopu"
"NEW","steamworkshopmenu_uploadsavegameprogress","2624","","="
"NEW","steamworkshopmenu_publishedsavegamelistlabel","2624","","Publikované uložené hry"
"NEW","steamworkshopmenu_refreshpublishedsavegamelist","2624","","Obnovit seznam"
"NEW","steamworkshopmenu_subscribedsavegamelistlabel","2624","","Odebírané uložené hry"
"NEW","steamworkshopmenu_refreshsubscribedsavegamelist","2624","","Obnovit seznam"
"NEW","steamworkshopmenu_loadselectedsavegame","2624","","Načíst"
"NEW","steamworkshopmenu_shipsectionlabel","2624","","=============================== Lodě ==============================="
"NEW","steamworkshopmenu_uploadshiptitlelabel","2624","","Název"
"NEW","steamworkshopmenu_uploadshipdesclabel","2624","","Popis"
"NEW","steamworkshopmenu_uploadship","2624","","Nahrát"
"NEW","steamworkshopmenu_updateselectedship","2624","","Aktualizovat vybrané"
"NEW","steamworkshopmenu_shiplegalagreementtext","2624","","Odesláním této položky souhlasíte s"
"NEW","steamworkshopmenu_shiplegalagreementbutton","2624","","podmínkami služby workshopu"
"NEW","steamworkshopmenu_uploadshipprogress","2624","","="
"NEW","steamworkshopmenu_publishedshiplistlabel","2624","","Publikované lodě"
"NEW","steamworkshopmenu_refreshpublishedshiplist","2624","","Obnovit seznam"
"NEW","steamworkshopmenu_subscribedshiplistlabel","2624","","Odebírané lodě"
"NEW","steamworkshopmenu_refreshsubscribedshiplist","2624","","Obnovit seznam"
"NEW","steamworkshopmenu_loadselectedship","2624","","Načíst"
"NEW","steamworkshopmenu_close","2624","","Zavřít"
"NEW","newmainmenu_newgame","2624","","NOVÁ HRA"
"NEW","newmainmenu_loadgame","2624","","NAČÍST HRU"
"NEW","newmainmenu_deletegame","2624","","SMAZAT HRU"
"NEW","newmainmenu_savegame","2624","","ULOŽIT HRU"
"NEW","newmainmenu_confirm","2624","","POTVRDIT"
"NEW","newmainmenu_cancel","2624","","ZRUŠIT"
"NEW","newmainmenu_settings","2624","","NASTAVENÍ"
"NEW","newmainmenu_tests","2624","","TESTY"
"NEW","newmainmenu_quit","2624","","UKONČIT"
"NEW","newmainmenu_returntomainmenu","2624","","NÁVRAT DO HLAVNÍHO MENU"
"NEW","newmainmenu_mainmenu","2624","","HLAVNÍ MENU"
"NEW","newmainmenu_continue","2624","","POKRAČOVAT VE HŘE"
"NEW","newmainmenu_abandon","2624","","OPUSTIT HRU"
"NEW","newmainmenu_resume","2624","","POKRAČOVAT"
"NEW","newmainmenu_chooseship","2624","","VYBERTE STARTOVNÍ LOĎ"
"NEW","newmainmenu_begingame","2624","","ZAHÁJIT HRU"
"NEW","newmainmenu_shipeditor","2624","","KREATIVNÍ REŽIM"
"NEW","newmainmenu_arena","2624","","REŽIM ARÉNA"
"NEW","newmainmenu_battle","2624","","BITVA"
"NEW","newmainmenu_arena_redteamtitle","2624","","ČERVENÝ TÝM"
"NEW","newmainmenu_arena_greenteamtitle","2624","","ZELENÝ TÝM"
"NEW","newmainmenu_arena_selectship","2624","","VYBERTE LOĎ"
"NEW","newmainmenu_arena_shipquantity","2624","","Množství"
"NEW","newmainmenu_arena_combatratings","2624","","BOJOVÉ HODNOCENÍ"
"NEW","newmainmenu_arena_tradevalues","2624","","HODNOTA LODÍ"
"NEW","newmainmenu_arena_expandstats","2624","","ZOBRAZIT INFO"
"NEW","newmainmenu_arena_collapsestats","2624","","SKRÝT INFO"
"NEW","newmainmenu_arena_generateenemyfleet","2624","","GENEROVAT"
"NEW","newmainmenu_editship","2624","","UPRAVIT LOĎ"
"NEW","newmainmenu_deleteship","2624","","SMAZAT LOĎ"
"NEW","newmainmenu_loadship","2624","","NAČÍST LOĎ"
"NEW","newmainmenu_loadgamedev","2624","","NAČÍST HRU (VÝVOJ)"
"NEW","newmainmenu_createship","2624","","VYTVOŘIT NOVOU LOĎ"
"NEW","newmainmenu_createnewsave","2624","","VYTVOŘIT NOVOU POZICI"
"NEW","newmainmenu_savetosteamcloud","2624","","UKLÁDAT NA STEAM CLOUD"
"NEW","newmainmenu_savetosteamcloud_tooltip","2624","","Při povolení bude hra ukládána na Steam Cloud. Pokud uložení selže, zobrazí se varování."
"NEW","newmainmenu_showautosaves","2624","","AUTO-UKLÁDÁNÍ"
"NEW","newmainmenu_steamcloud","2624","","STEAM CLOUD"
"NEW","newmainmenu_cloudquotaremaining","2624","","Využito: *X / *Y (zbývá *Z%)"
"NEW","newmainmenu_exportship","2624","","EXPORT LOĎ"
"NEW","newmainmenu_includedocked","2624","","ZAHRNOUT DOKOVANÉ LODĚ"
"NEW","newmainmenu_uploadship","2624","","NAHRÁT NA STEAM"
"NEW","newmainmenu_setshipname","2624","","NASTAVIT JMÉNO LODĚ"
"NEW","newmainmenu_importhostile","2624","","IMPORT NEPTÁTELSKÉ"
"NEW","newmainmenu_importfriendly","2624","","IMPORT PŘÁTELSKÉ"
"NEW","newmainmenu_createnewexport","2624","","VYTVOŘIT NOVÝ EXPORT"
"NEW","newmainmenu_createnewupload","2624","","VYTVOŘIT NOVOU POLOŽKU WORKSHOPU"
"NEW","newmainmenu_updateexistingupload","2624","","AKTUALIZOVAT POLOŽKU WORKSHOPU"
"NEW","newmainmenu_steamworkshop","2624","","STEAM WORKSHOP"
"NEW","newmainmenu_uploadprogress","2624","","POSTUP NAHRÁVÁNÍ: *P %"
"NEW","newmainmenu_quitmessage","2624","","Doufáme, že se vám demo The Last Starship líbilo. Vaše cesta teprve začala! Odemkněte plnou hru a získejte přístup k dalším příběhovým epizodám, režimu Přežití, Aréně, plnému editoru lodí a dalšímu obsahu!"
"NEW","newmainmenu_lockedindemo","2624","","ZAMČENO V DEMU"
"NEW","newmainmenu_locked","2624","","(ZAMČENO)"
"NEW","newmainmenu_multisystem_simulation","2624","","Povolit simulaci více systémů"
"NEW","newmainmenu_debug_freespace","2624","","Povolit ladění volného prostoru"
"NEW","newmainmenu_darkmode","2624","","Tmavý režim mapy galaxie"
"NEW","newmainmenu_parallax","2624","","Paralaxa"
"NEW","newmainmenu_parallax_description","2624","","Použije efekt paralaxy pro vytvoření dojmu hloubky"
"NEW","newmainmenu_slowcombat","2624","","Zpomalit během boje"
"NEW","newmainmenu_slowcombat_description","2624","","Přepne na pomalou rychlost hry po utržení poškození během boje."
"NEW","newmainmenu_instantshipswitch","2624","","Okamžité přepínání mezi loděmi"
"NEW","newmainmenu_exitsaves","2624","","Auto-uložení při ukončení"
"NEW","newmainmenu_autosavewarning","2624","","Varování při načítání auto-uložení"
"NEW","newmainmenu_filter","2624","","HLEDAT..."
"NEW","newmainmenu_newgameoptions","2624","","Možnosti hry"
"NEW","newmainmenu_saveoptions","2624","","Možnosti ukládání"
"NEW","newmainmenu_defensiveenemies","2624","","Defenzivní nepřátelé"
"NEW","newmainmenu_defensiveenemiestooltip","2624","","Nepřátelské lodě na vás zaútočí až poté, co na ně sami zaměříte palbu."
"NEW","newmainmenu_multisystemsim","2624","","Simulace více systémů"
"NEW","newmainmenu_multisystemsimtooltip","2624","","Umožňuje simulaci více systémů najednou, což vám dovolí rozdělit flotilu mezi více systémů či sektorů současně."
"NEW","newmainmenu_invalidsavename","2624","","Neplatné jméno uložení"
"NEW","newmainmenu_invalidcharacters_caption","2624","","Název uložení obsahuje neplatné znaky."
"NEW","newmainmenu_autosavenameinvalid_caption","2624","","Název uložení je vyhrazen pro automatické ukládání."
"NEW","newmainmenu_vsync","2624","","V-Sync"
"NEW","newmainmenu_tooltip_changeship","2624","","[LMB] Změnit loď"
"NEW","newmainmenu_tooltip_removeship","2624","","[RMB] Odstranit loď"
"NEW","newmainmenu_aiselection_none","2624","","Ovládáno hráčem"
"NEW","newmainmenu_aiselection_auto","2624","","Ovládáno AI - Automatický výběr"
"NEW","shipai_strategyverycloseorbit","2624","","Ovládáno AI - Velmi blízká orbita"
"NEW","shipai_closerangeaggressive","2624","","Ovládáno AI - Blízká orbita"
"NEW","shipai_mediumrangeorbit","2624","","Ovládáno AI - Střední vzdálenost"
"NEW","shipai_longrangesniper","2624","","Ovládáno AI - Dlouhá vzdálenost (Odstřelovač)"
"NEW","shipai_fastmovingjet","2624","","Ovládáno AI - Útočné nálety (Strafing)"
"NEW","shiplibrary_hullonly","2624","","[POUZE TRUP]"
"NEW","shiplibrary_affordableonly","2624","","Pouze dostupné"
"NEW","scenario_funds","2624","","FINANCE"
"NEW","scenario_praxis","2624","","Malé a rychlé vědecké plavidlo s veškerým vybavením potřebným pro mezihvězdné dobrodružství a zásobami pro malou posádku."
"NEW","scenario_sleek","2624","","Komplexnější sestava. Velká a schopná loď s dostatkem prostoru pro vylepšení, ale s těžším a pomalejším trupem."
"NEW","scenario_innershapes","2624","","Další velké plavidlo vhodné pro bojové a nebezpečné operace. Přední část trupu je kryta těžkým pancířem, díky čemuž je loď odolnější, ale také pomalejší a hůře ovladatelná."
"NEW","scenario_largelogistics","2624","","Modulární a snadno rozšiřitelný design lodi, ideální pro mezihvězdnou logistiku a těžební operace. S ubytovací kapacitou pro více než 50 členů posádky nebo cestujících."
"NEW","scenario_carrierfrigate","2624","","Obrovský trup vytvořený komunitou (Zion) – ideální pro jakoukoli kariéru, kterou si kapitán zvolí. Loď těží z obrovské kapacity kajut, ale je velmi pomalá a těžká."
"NEW","scenario_procyoncruiser","2624","","Komunitní loď postavená společností Orion Industries – dokonalá rovnováha mezi formou a funkcí. Slušný prostor pro kajuty a vybavení, ale přitom dostatečně malá a lehká, aby byla rychlá a obratná."
"NEW","scenario_shipyard","2624","","Absolutní minimum trupu lodi, ale kotvíte v plně funkční loděnici se štědrým startovním rozpočtem na stavbu jakékoli lodi od nuly."
"NEW","scenario_industry","2624","","Projekt Hvězdná brána vyžaduje vaši pomoc! Průmysl a automatizace jsou v centru pozornosti při výrobě dílů pro megaprojekt hvězdné brány do galaxie Andromeda."
