state,key,svn,english,translation
NEW,alert_type_failedtofindsuit,3400,SPACESUITS REQUIRED,TRAJES ESPACIAIS NECESSÁRIOS
NEW,alert_type_failedtofindsuit_caption,3400,*X crew members need spacesuits.,*X os membros da tripulação precisam de trajes espaciais.
NEW,objective_travel_to_location,3400,Travel to S*X,Viajar para S*X
UPDATED,logistics_status_transfernosupply,3400,out of the *X desired (not enough available),fora do *X desejado (não há disponibilidade suficiente)
PREVIOUS,logistics_status_transfernosupply,3329,out of the *X ordered (not enough available),fora do *X pedido (não há disponibilidade suficiente)
UPDATED,logistics_status_buynomoney,3400,out of the *X desired (not enough money),fora do *X desejado (não há dinheiro suficiente)
PREVIOUS,logistics_status_buynomoney,3329,out of the *X ordered (not enough money),fora do *X pedido (não há dinheiro suficiente)
UPDATED,logistics_status_buynosupply,3400,out of the *X desired (not enough available),fora do *X desejado (não há disponibilidade suficiente)
PREVIOUS,logistics_status_buynosupply,3329,out of the *X ordered (not enough available),fora do *X pedido (não há disponibilidade suficiente)
UPDATED,logistics_status_sellnosupply,3400,out of the *X desired (not enough available),fora do *X desejado (não há disponibilidade suficiente)
PREVIOUS,logistics_status_sellnosupply,3329,out of the *X ordered (not enough available),fora do *X pedido (não há disponibilidade suficiente)
UPDATED,logistics_log_transferstoragefull1,3400,out of the *X desired (destination storage full),fora do *X desejado (armazenamento de destino cheio)
PREVIOUS,logistics_log_transferstoragefull1,3329,out of the *X ordered (destination storage full),fora do site *X ordenado (armazenamento de destino cheio)
UPDATED,logistics_item_none,3400,SELECT ITEM,SELECIONAR ITEM
PREVIOUS,logistics_item_none,3239,Select Item,Selecionar item
UPDATED,powergrid_demand,3400,DEMAND: *X MW,DEMANDA: *X MW
PREVIOUS,powergrid_demand,2624,DEMAND *X Mw,DEMANDA *X Mw
UPDATED,powergrid_output,3400,OUTPUT: *X MW,SAÍDA: *X MW
PREVIOUS,powergrid_output,2624,OUTPUT *X Mw,SAÍDA *X Mw
UPDATED,powergrid_stored,3400,STORED: *X MJ,ARMAZENADO: *X MJ
PREVIOUS,powergrid_stored,2624,STORED *X Mw,ARMAZENADO *X Mw
UPDATED,object_battery_description,3400,"Stores any excess power available in the powergrid, up to 1000MJ. The battery will supply power whenever there is a shortage.","Armazena qualquer excesso de energia disponível na rede elétrica, até 1000MJ. A bateria fornecerá energia sempre que houver escassez."
PREVIOUS,object_battery_description,2624,"Stores any excess power available in the powergrid, up to 1000Mw. The battery will supply power whenever there is a shortage.","Armazena o excesso de energia disponível na rede elétrica, até 1000Mw. A bateria fornecerá energia sempre que houver escassez."
UPDATED,object_reactor_description,3400,Burns high-energy Fuel to produce power. Must be supplied with Fuel (via a pipe). Then use cables to connect to other powered equipment.\n\nGenerates a maximum power output of 100MW.,"Queima combustível de alta energia para produzir energia. Você deve ser abastecido com combustível (por meio de um tubo). Em seguida, use cabos para se conectar a outros equipamentos energizados.\n\nGera uma potência máxima de 100 MW."
PREVIOUS,object_reactor_description,2624,Burns high-energy Fuel to produce power. Must be supplied with Fuel (via a pipe). Then use cables to connect to other powered equipment.\nGenerates a maximum power output of 100MW.,"Queima combustível de alta energia para gerar eletricidade. Deve ser alimentado com combustível (via tubo). Depois, use cabos para conectar a outros equipamentos elétricos.\nGera uma potência máxima de 100 MW."
UPDATED,wolf_part1_objective_drones,3400,Install a Drone Bay and have at least one Logistics Drone,Instalar um Drone Bay e ter pelo menos um Drone de Logística
PREVIOUS,wolf_part1_objective_drones,2624,Install a Drone Bay and at least one Logistics Drone,Instale uma Drone Bay e pelo menos um Drone Logístico
UPDATED,tutorial_stargatewindowhighlightframes2,3400,The button underneath each component can be clicked to quickly sell all your stock and submit it to the Andromeda Project.\n\nThey can also be sold from the trade screen.,Você pode clicar no botão abaixo de cada componente para vender rapidamente todo o seu estoque e enviá-lo ao Projeto Andromeda.\n\nEles também podem ser vendidos na tela de comércio.
PREVIOUS,tutorial_stargatewindowhighlightframes2,2624,Sell your frames at a trading post to submit them to the Andromeda Project.,Venda suas molduras em um posto de troca para enviá-las ao Projeto Andrômeda.
UPDATED,dsi_part2_thirdpartcomplete2,3400,"I'm going to take a short break from the project, I trust you'll be able to do the next couple of stages on your own.",Vou fazer uma pequena pausa no projeto. Acredito que você conseguirá realizar os próximos estágios por conta própria.
PREVIOUS,dsi_part2_thirdpartcomplete2,2624,Let's take another break and I'll contact you when the Andromeda Project releases the manifest for their next phase.,Vamos fazer outra pausa e eu entrarei em contato quando o Projeto Andrômeda divulgar o manifesto para a próxima fase.
CURRENT,logistics_log_skipped,3339,Skipped order,Ordem ignorada
CURRENT,hud_ftlshipcontrolledbylogistics,3331,Ship is controlled by interstellar logistics,A nave é controlada pela logística interestelar
CURRENT,newmainmenu_invalidsavename,3329,Invalid Save Name,Nome de salvamento inválido
CURRENT,newmainmenu_invalidcharacters_caption,3329,Save name contains invalid characters.,O nome para salvar contém caracteres inválidos.
CURRENT,newmainmenu_autosavenameinvalid_caption,3329,Save name reserved for autosaves.,Nome de salvamento reservado para salvamentos automáticos.
CURRENT,galaxymap_darkmode,3329,Dark Mode,Modo escuro
CURRENT,galaxymap_lightmode,3329,Light Mode,Modo de luz
CURRENT,techtree_queue,3329,Queue Research,Pesquisa de filas
CURRENT,logistics_showlog,3329,SHOW LOG,MOSTRAR REGISTRO
CURRENT,logistics_hidelog,3329,HIDE LOG,OCULTAR REGISTRO
CURRENT,logistics_order_goandwait,3329,Go and Wait,Vá e espere
CURRENT,logistics_status_miningstacksnostorage,3329,"(*X/*Y stacks, storage full)","(*X/*Y pilhas, armazenamento cheio)"
CURRENT,logistics_status_miningstacksnostorage1,3329,"(*X stacks, storage full)","(*X pilhas, armazenamento cheio)"
CURRENT,logistics_status_collectcontainersnostorage,3329,"(*X/*Y containers, storage full)","(*X/*Y contêineres, armazenamento cheio)"
CURRENT,logistics_status_collectcontainersnostorage1,3329,"(*X containers, storage full)","(*X contêineres, armazenamento cheio)"
CURRENT,logistics_status_waiting,3329,Waiting T*X,Esperando T*X
CURRENT,logistics_status_time,3329,in T*X,em T*X
CURRENT,logistics_status_warning,3329,Warning,Advertência
CURRENT,logistics_status_alert,3329,Alert,Alerta
CURRENT,logistics_log_jumped,3329,Travelled to system S*X,Viajou para o sistema S*X
CURRENT,logistics_log_jumpedstargate,3329,Travelled to system S*X through Stargate,Você viajou para o sistema S*X através do Stargate
CURRENT,logistics_log_transferto,3329,Transferred *X R*Y to L*Z,Transferido *X R*Y para L*Z
CURRENT,logistics_log_transferfrom,3329,Transferred *X R*Y from L*Z,Transferido *X R*Y de L*Z
CURRENT,logistics_log_transferstoragefull,3329,(destination storage full),(armazenamento de destino cheio)
CURRENT,logistics_log_waited,3329,Waited for T*X,Esperou por T*X
CURRENT,rating_trade,3329,Trade,Comércio
CURRENT,dsi_action_confirmcancel,3329,Confirm cancellation,Confirmar o cancelamento
CURRENT,dsi_x_confirmcancel1,3329,How dare you! I still have the access keys. You will no longer be a part of this enterprise.,Como você se atreve? Eu ainda tenho as chaves de acesso. Você não fará mais parte deste empreendimento.
CURRENT,dsi_x_confirmcancel2,3329,You will regret this.,Você se arrependerá disso.
CURRENT,dsi_x_confirmcancel3,3329,"Goodbye, Captain.","Adeus, capitão."
CURRENT,thefinalstand_boss_hint,3329,"Captain! The ship's weapons and engines are disabled, hit it with everything you've got!","Capitão! As armas e os motores da nave estão desativados, atinja-a com tudo o que você tem!"
CURRENT,thefinalstand_harken5,3329,The Stargate will fall back into our control. I've marked an allied shipyard on your map. I'll hide out there in the mean-time.,O Stargate voltará ao nosso controle. Marquei um estaleiro aliado em seu mapa. Vou me esconder lá nesse meio tempo.
CURRENT,industryend_message,3329,"With Andromeda HQ captured, Cmdr Harken and the Intergalactic Security Council will dismantle the Andromeda Project conglomerate and regain control of the Stargate, for the benefit of all mankind.  A new chapter has begun, as mankind expands beyond our home galaxy and into the future.","Com o QG da Andromeda capturado, o comandante Harken e o Conselho de Segurança Intergaláctica desmantelarão o conglomerado do Projeto Andromeda e recuperarão o controle do Stargate, para o benefício de toda a humanidade.  Um novo capítulo começou, à medida que a humanidade se expande para além de nossa galáxia natal e para o futuro."
CURRENT,trade_autodisembarkat,3329,DISEMBARK ABOVE,DESEMBARCAR ACIMA
CURRENT,logistics_status_transferto,3329,Transferring *X R*Y to L*Z,Transferência de *X R*Y para L*Z
CURRENT,logistics_status_transferfrom,3329,Transferring *X R*Y from L*Z,Transferência de *X R*Y de L*Z
CURRENT,thefinalstand_harken1_intro,3329,"Captain! In direct violation of intergalactic law, the Andromeda Project has permanently closed access to the Stargate outside of their own ships. Colonists are stranded in the new sector, unable to return home.","Capitão! Em violação direta da lei intergaláctica, o Projeto Andrômeda fechou permanentemente o acesso ao Stargate fora de suas próprias naves. Os colonos estão presos no novo setor, incapazes de voltar para casa."
CURRENT,thefinalstand_battleoutro_ship1,3329,DANGER: POWER SYSTEMS DETERIORATING. POWER GRID OVERLOADED.\nNO POWER TO WEAPONS AND ENGINES.,PERIGO: SISTEMAS DE ENERGIA SE DETERIORANDO. REDE ELÉTRICA SOBRECARREGADA.\nSEM ENERGIA PARA ARMAS E MOTORES.
CURRENT,thefinalstand_battleoutro_harken3,3329,"It's over, Captain. The Andromeda HQ will be placed under the jurisdiction of the Intergalactic Security Council while I make the necessary arrests. The access codes for the Stargate are back under our control.","Acabou, Capitão. O QG da Andromeda será colocado sob a jurisdição do Conselho de Segurança Intergaláctica enquanto eu faço as prisões necessárias. Os códigos de acesso ao Stargate estão novamente sob nosso controle."
CURRENT,tutorial_ftladdftldrive,3329,Add one <b>FTL drive</b> to our order by clicking on the entry in the list.,Adicione uma <b>unidade FTL</b> ao nosso pedido clicando na entrada da lista.
CURRENT,tutorial_ftladdftlfuel,3329,<b>FTL drives</b> consume one fuel charge per jump.\n\nAdd 5 <b>FTL charges</b> to the order as well.,<b>As unidades FTL</b> consomem uma carga de combustível por salto.\n\nAdicione também 5 <b>cargas FTL</b> ao pedido.
CURRENT,tutorial_ftlinstallftl,3329,Install the <b>FTL drive</b> anywhere in your ship.,Instale a <b>unidade FTL</b> em qualquer lugar da sua nave.
CURRENT,tutorial_ftlpowerftl,3329,Connect the <b>FTL drive</b> to your power network.,Conecte o <b>drive FTL</b> à sua rede de energia.
CURRENT,tutorial_ftlstoragetoolbar,3329,"We can make things more efficient for our crew by telling them to store <b>FTL charges</b> near the <b>FTL drive</b>.\n\nSelect <b>STORAGE</b> from the <b>CONSTRUCTION</b> toolbar, then select <b>FTL charges</b> from the list.","Podemos tornar as coisas mais eficientes para a nossa equipe dizendo a ela para armazenar <b>cargas FTL</b> perto do <b>drive FTL</b>.\n\nSelecione <b>STORAGE (Armazenamento</b> ) na barra de ferramentas <b>CONSTRUCTION (Construção</b> ) e, em seguida, selecione <b>FTL charges (Cargas FTL</b> ) na lista."
CURRENT,tutorial_ftlstorageworld,3329,Now drag out a storage zone near to the <b>FTL drive</b>.,"Agora, arraste uma zona de armazenamento para perto da <b>unidade FTL</b>."
CURRENT,tutorial_ftlstoragedone,3329,The crew will move all the <b>FTL charges</b> into this zone.,A equipe moverá todas as <b>cargas FTL</b> para essa zona.
CURRENT,tutorial_financesectormap,3329,"All passengers have been delivered to the <b>PROCYON</b>, and our <b>FTL drive</b> is operational. We must now plot an <b>FTL jump</b> to their destination.\n\nOpen the <b>SECTOR MAP</b>.",Todos os passageiros foram levados para a <b>PROCYON</b> e nosso <b>propulsor FTL</b> está operacional. Agora devemos planejar um <b>salto FTL</b> para o destino deles.\n\nAbra o <b>MAPA DO SETOR</b>.
CURRENT,tutorial_financeftlwindow,3329,Open the <b>FTL screen</b> to order the <b>FTL jump</b>.,Abra a <b>tela FTL</b> para ordenar o <b>salto FTL</b>.
CURRENT,tutorial_financepreparingjump,3329,"The <b>PROCYON</b> will align for hyperspace, and prepare the <b>FTL drive</b> to make the jump.",O <b>PROCYON</b> se alinhará para o hiperespaço e preparará a <b>unidade FTL</b> para fazer o salto.
CURRENT,tutorial_logisticscrewselectship,3329,Select the <b>UMC Astral Temptress</b>. \n\n As you can see it has no crew.,"Selecione a <b>UMC Astral Temptress</b>. \n\n Como você pode ver, ela não tem tripulação."
CURRENT,dsi_x_canceldeal2,3329,"You will lose access to all the ships I've provided, are you sure you want to do this?",Você perderá o acesso a todos os navios que forneci. Tem certeza de que deseja fazer isso?
CURRENT,tutorial_stargatewindowhighlightcomponent,3257,Each component you need to manufacture is on the right.\nPlacing your mouse over a component's icon shows how to produce it.,Cada componente que você precisa fabricar está à direita.\nColocar o mouse sobre o ícone de um componente mostra como produzi-lo.
CURRENT,logistics_tooltip_skiporder,3248,Skip currently executing order,Ignorar a ordem em execução no momento
CURRENT,logistics_tooltip_loop,3248,Loop execution,Execução do loop
CURRENT,thefinalstand_artemis1,3248,Hello again Captain!,"Olá novamente, capitão!"
CURRENT,thefinalstand_artemis2,3248,"After some careful analysis of the Stargate's blueprints, I have found the backdoor that the late Alexander James Elistar has left you.","Após uma análise cuidadosa das plantas do Stargate, encontrei a porta dos fundos que o falecido Alexander James Elistar deixou para você."
CURRENT,thefinalstand_artemis3,3248,You will use this backdoor to upload a small virus that I have written to their command centre within the HQ. It will disable the station's offensive capabilities and place itself under your command.,Você usará esse backdoor para carregar um pequeno vírus que escrevi no centro de comando deles dentro do QG. Ele desativará as capacidades ofensivas da estação e se colocará sob o seu comando.
CURRENT,thefinalstand_boss_artemis1,3248,"Captain, I can route a signal to their powergrid and overload their generators, tell me when to trigger it!","Capitão, posso direcionar um sinal para a rede de energia deles e sobrecarregar os geradores, diga-me quando acioná-lo!"
CURRENT,thefinalstand_end_objective_leave,3248,Leave the HQ,Deixar o QG
CURRENT,thefinalstand_harken2,3248,"The Andromeda Project has moved their HQ and all key personell into an unknown location in the new sector, where we believe they are controlling the Stargate.","O Projeto Andrômeda transferiu seu quartel-general e todo o pessoal-chave para um local desconhecido no novo setor, onde acreditamos que eles estejam controlando o Stargate."
CURRENT,thefinalstand_harken3,3248,"My plan is to use our fleets to take control of the HQ by force. Any and all damage to the HQ should be avoided, many innocent lives are on-board and the loss of life from destroying it would be far too great.\nI have devised a plan with an old friend of yours that should minimise casualties...","Meu plano é usar nossas frotas para assumir o controle do QG pela força. Todo e qualquer dano ao QG deve ser evitado, pois muitas vidas inocentes estão a bordo e a perda de vidas ao destruí-lo seria muito grande.\nElaborei um plano com um velho amigo de vocês que deve minimizar as baixas..."
CURRENT,thefinalstand_harken4,3248,"While you neutralise the HQ, my fleet will fight off the Andromeda Project navy. Once the battle is over, I will take control of the HQ and arrest everyone involved. Their conglomerate will be dismantled.","Enquanto você neutraliza o QG, minha frota lutará contra a marinha do Projeto Andrômeda. Quando a batalha terminar, assumirei o controle do QG e prenderei todos os envolvidos. O conglomerado deles será desmantelado."
CURRENT,thefinalstand_harken6,3248,Meet me to discuss the plan further. Goodbye for now.,"Encontre-me para discutirmos melhor o plano. Por enquanto, adeus."
CURRENT,thefinalstand_boss_harken2,3248,This is the Andromeda Navy's flagship! You should have access to its command centre from the HQ!,Esta é a nave principal da Marinha de Andrômeda! Você deve ter acesso ao seu centro de comando a partir do QG!
CURRENT,bravenewsector_part4_rep9,3244,Hello Captain. The newly completed Stargate has put the Andromeda Project in a powerful position to control the flow of resources and people between this galaxy and the Andromeda galaxy.,"Olá, capitão. O recém-concluído Stargate colocou o Projeto Andrômeda em uma posição poderosa para controlar o fluxo de recursos e pessoas entre esta galáxia e a galáxia de Andrômeda."
CURRENT,thefinalstand_battleprep_1,3244,"Hello Captain, it's good to see you. These are all of the ships I control in this sector, the rest are on the other side of the Stargate, unable to reach us.","Olá, capitão, é bom ver você. Estas são todas as naves que eu controlo neste setor, as demais estão do outro lado do Stargate, incapazes de nos alcançar."
CURRENT,thefinalstand_battle_rep1,3244,Commander Harken! I see that my first fleet has failed to deal with you. I suppose if I want something done properly I should do it myself.,"Comandante Harken! Vejo que minha primeira frota não conseguiu lidar com você. Suponho que se eu quiser que algo seja feito corretamente, devo fazê-lo eu mesmo."
CURRENT,newmainmenu_continue,3239,CONTINUE GAME,CONTINUAR O JOGO
CURRENT,hud_ftlshipblockedfromftl,3239,Ship cannot enter hyperspace with your fleet,A nave não pode entrar no hiperespaço com sua frota
CURRENT,hud_window_interstellarlogistics,3239,INTERSTELLAR LOGISTICS,LOGÍSTICA INTERESTELAR
CURRENT,andromeda_travel,3239,ANDROMEDA JOURNEY,JORNADA DE ANDRÔMEDA
CURRENT,trade_autohireat,3239,HIRE BELOW,CONTRATE ABAIXO
CURRENT,trade_autosackat,3239,SACK ABOVE,SACO ACIMA
CURRENT,trade_autoembarkat,3239,EMBARK BELOW,EMBARQUE ABAIXO
CURRENT,trade_tooltip_hire,3239,[LMB] Hire,[LMB] Aluguel
CURRENT,trade_tooltip_embark,3239,[LMB] Embark,[Embarque
CURRENT,trade_tooltip_disembark,3239,[LMB] Disembark,[Desembarque
CURRENT,trade_hiring,3239,Hiring *X,Contratação *X
CURRENT,trade_embarking,3239,Embarking *X,Embarque *X
CURRENT,trade_disembarking,3239,Disembarking *X,Desembarque *X
CURRENT,trade_order_hire_on_sell_screen,3239,(HIRE *X),(CONTRATE *X)
CURRENT,trade_order_embark_on_sell_screen,3239,(EMBARK *X),(EMBARK *X)
CURRENT,trade_order_disembark_on_buy_screen,3239,(DISEMBARK *X),(DISEMBARK *X)
CURRENT,trade_hire,3239,HIRE,CONTRATAÇÃO
CURRENT,trade_embark,3239,EMBARK,EMBARQUE
CURRENT,trade_disembark,3239,DISEMBARK,DESEMBARQUE
CURRENT,techtree_node_title_atmosphericprocessing,3239,Atmospheric Processing,Processamento atmosférico
CURRENT,techtree_node_caption_atmosphericprocessing,3239,Unlocks schematics for hardware required to maintain a breathable atmosphere,Desbloqueia os esquemas do hardware necessário para manter uma atmosfera respirável
CURRENT,techtree_node_title_atmosphericprocessing2,3239,Atmospheric Processing 2,Processamento atmosférico 2
CURRENT,techtree_node_caption_atmosphericprocessing2,3239,Unlocks more schematics for hardware required to maintain a breathable atmosphere,Desbloqueia mais esquemas de hardware necessários para manter uma atmosfera respirável
CURRENT,techtree_node_title_wasteprocessing,3239,Waste Processing,Processamento de resíduos
CURRENT,techtree_node_caption_wasteprocessing,3239,Unlocks schematics for hardware to capture and reprocess human waste,Desbloqueia esquemas de hardware para capturar e reprocessar resíduos humanos
CURRENT,special_advancedlogistics,3239,Interstellar Logistics,Logística interestelar
CURRENT,tactical_dockingassistant,3239,DOCKING ASSIST,ASSISTÊNCIA À ANCORAGEM
CURRENT,tactical_fleetformation,3239,FLEET FORMATION,FORMAÇÃO DE FROTA
CURRENT,tactical_fleetcombat,3239,FLEET COMBAT AI,COMBATE À FROTA AI
CURRENT,tactical_on,3239,ON,ON
CURRENT,tactical_off,3239,OFF,DESLIGADO
CURRENT,tactical_tooltip_dockingassistant,3239,"When enabled, the Docking Assistant will perform the final maneuovers required to dock your ship with another, once you are close enough.\n\nIt is recommended you disable Fleet Formation when attempting to dock.","Quando ativado, o Docking Assistant executará as manobras finais necessárias para acoplar sua nave a outra, quando você estiver perto o suficiente.\n\nRecomenda-se que você desative a Formação de Frota ao tentar acoplar."
CURRENT,tactical_tooltip_fleetformation,3239,"When enabled, all of the fleet ships within a system will fly together in close formation, following the lead of whichever ship you are directly controlling.","Quando ativado, todas as naves da frota dentro de um sistema voarão juntas em formação próxima, seguindo a liderança da nave que você estiver controlando diretamente."
CURRENT,tactical_tooltip_fleetcombat,3239,"When enabled, your other fleet ships will take care of themselves during combat, moving to optimal range and engaging as best they can.","Quando ativado, os outros navios da sua frota cuidarão de si mesmos durante o combate, movendo-se para o alcance ideal e se engajando da melhor forma possível."
CURRENT,tactical_tooltip_weapon,3239,[LMB] Select weapon\n[SHIFT-LMB] Select multiple weapons\n[RMB] Clear current target,[LMB] Selecionar arma\n[SHIFT-LMB] Selecionar várias armas\n[RMB] Limpar o alvo atual
CURRENT,tactical_tooltip_auto,3239,AUTO-TARGETTING\n[LMB] Enable auto-targetting\n[RMB] Disable auto-targetting,AUTO-TARGETTING\n[LMB] Ativar a segmentação automática\n[RMB] Desativar a segmentação automática
CURRENT,logistics_tooltip_add,3239,[LMB] Add,[LMB] Adicionar
CURRENT,logistics_tooltip_remove_rmb,3239,[RMB] Remove,[RMB] Remover
CURRENT,logistics_tooltip_cancel,3239,[RMB] Cancel,[RMB] Cancelar
CURRENT,logistics_tooltip_shift,3239,[SHIFT] x5,[SHIFT] x5
CURRENT,logistics_tooltip_control,3239,[CTRL] x50,[CTRL] x50
CURRENT,advancedlogisticswindow_title,3239,INTERSTELLAR LOGISTICS,LOGÍSTICA INTERESTELAR
CURRENT,logistics_system_select,3239,LOCATION,LOCALIZAÇÃO
CURRENT,logistics_create_order,3239,Create Order,Criar pedido
CURRENT,logistics_loop,3239,Loop,Loop
CURRENT,logistics_order_none,3239,Order Type,Tipo de pedido
CURRENT,logistics_order_mine,3239,Mine,Minha
CURRENT,logistics_order_collect,3239,Collect Gas,Coleta de gás
CURRENT,logistics_order_buy,3239,Buy,Comprar
CURRENT,logistics_order_sell,3239,Sell,Vender
CURRENT,logistics_order_transferto,3239,Transfer To,Transferência para
CURRENT,logistics_order_transferfrom,3239,Transfer From,Transferência de
CURRENT,logistics_condition_none,3239,Amount,Valor
CURRENT,logistics_condition_quantity,3239,Quantity,Quantidade
CURRENT,logistics_condition_stacks,3239,Stacks,Pilhas
CURRENT,logistics_condition_containers,3239,Containers,Contêineres
CURRENT,logistics_condition_allbut,3239,All But,"Todos, mas"
CURRENT,logistics_condition_all,3239,All Available,Todos disponíveis
CURRENT,logistics_condition_time,3239,Minutes,Minutos
CURRENT,logistics_transferto_none,3239,DESTINATION SHIP,NAVIO DE DESTINO
CURRENT,logistics_transferfrom_none,3239,SOURCE SHIP,FONTE SHIP
CURRENT,logistics_stuck_default,3239,Orders stuck,Pedidos travados
CURRENT,logistics_stuck_invalidsystem,3239,System S*X does not exist,O sistema S*X não existe
CURRENT,logistics_stuck_invalidlayer,3239,Ship L*X does not exist,O navio L*X não existe
CURRENT,logistics_stuck_equipment,3239,L*X does not have a working R*Y,L*X não tem uma R*Y
CURRENT,logistics_stuck_resources,3239,L*X does not have any R*Ys,L*X não tem nenhum R*Ys
CURRENT,logistics_stuck_patches,3239,System S*X does not have any R*Y to mine,O sistema S*X não tem nenhum R*Y para o meu
CURRENT,logistics_stuck_gas,3239,System S*X does not have any R*Y to collect,O sistema S*X não tem nenhum R*Y para coletar
CURRENT,logistics_stuck_tradingpost,3239,System S*X does not have a trading post,O sistema S*X não tem um posto de troca
CURRENT,logistics_stuck_resourcestosell,3239,L*X does not have any R*Y to sell,L*X você não tem nenhum R*Y para vender
CURRENT,logistics_stuck_stargate,3239,Stargate is not ready for jump,O Stargate não está pronto para o salto
CURRENT,logistics_status_notrunning,3239,No order currently running,Nenhum pedido em andamento no momento
CURRENT,logistics_status_travelling,3239,Travelling to system S*X,Viajando para o sistema S*X
CURRENT,logistics_status_mining,3239,Mined *X R*Y,Minerado *X R*Y
CURRENT,logistics_status_miningstacks,3239,(*X/*Y stacks),(*X/*Y stacks)
CURRENT,logistics_status_miningstacks1,3239,(*X stacks),(*X stacks)
CURRENT,logistics_status_collect,3239,Collected *X R*Y,Coletânea *X R*Y
CURRENT,logistics_status_collectcontainers,3239,(*X/*Y containers),(*X/*Y containers)
CURRENT,logistics_status_collectcontainers1,3239,(*X containers),(*X containers)
CURRENT,logistics_status_buy,3239,Bought *X R*Y for $*Z,Comprou *X R*Y para $*Z
CURRENT,logistics_status_sell,3239,Sold *X R*Y for $*Z,Vendido *X R*Y para $*Z
CURRENT,logistics_status_notlooping,3239,Finished execution (not looping),Execução concluída (sem looping)
CURRENT,order_advancedlogistics,3239,Interstellar Logistics,Logística interestelar
CURRENT,mission_objective_done,3239,DONE,FEITO
CURRENT,alert_type_interstellarlogistics,3239,INTERSTELLAR LOGISTICS,LOGÍSTICA INTERESTELAR
CURRENT,alert_type_interstellarlogistics_caption,3239,Orders stuck,Pedidos travados
CURRENT,stargate_startandromedajump,3239,TEST ANDROMEDA JUMP,TESTE DO SALTO DE ANDRÔMEDA
CURRENT,stargate_power_tooltip,3239,POWER REQUIRED: *X MW,POTÊNCIA NECESSÁRIA: *X MW
CURRENT,stargate_distance_travelled,3239,*X kly REMAINING,*X apenas REMANESCENTE
CURRENT,stargate_journey_completed,3239,*X% COMPLETED,*X% CONCLUÍDO
CURRENT,stargate_sell,3239,SELL ALL (*X FOR *Y),VENDER TUDO (*X PARA *Y)
CURRENT,stargate_price_per_unit,3239,*X PER UNIT,*X POR UNIDADE
CURRENT,stargate_total_price,3239,*X TOTAL,*X TOTAL
CURRENT,stargate_award_complete_title,3239,STARGATE COMPLETED,STARGATE CONCLUÍDO
CURRENT,stargate_award_complete_subtitle,3239,All phases completed,Todas as fases foram concluídas
CURRENT,tutorial_radiationselectfriendly,3239,"First, select a friendly ship with a laser infuser available.","Primeiro, selecione uma nave amigável com um infusor de laser disponível."
CURRENT,blackhole_objective_tank,3239,Acquire a Storage Tank,Adquirir um tanque de armazenamento
CURRENT,blackhole_objective_storagetank,3239,Connect a tank to the Hyperspace Scoop,Conectar um tanque ao Hyperspace Scoop
CURRENT,blackhole_objective_loader,3239,Connect a Loader to the tank,Conectar um Loader ao tanque
CURRENT,blackhole_objective_unloadloader,3239,Set the Loader to UNLOAD,Definir o Loader como UNLOAD
CURRENT,dsi_part2_dogmavessel1,3239,D.O.G.M.A Spartan,D.O.G.M.A Spartan
CURRENT,dsi_part2_dogmavessel2,3239,D.O.G.M.A Citadel,Cidadela D.O.G.M.A
CURRENT,dsi_part2_dogmavessel3,3239,D.O.G.M.A Centurion,D.O.G.M.A Centurion
